"id","age","gender","race","driving_experience","education","income","vehicle_year","vehicle_type","credit_score","annual_mileage","vehicle_ownership","married","children","outcome","postal_code","speeding_violations","duis","past_accidents"
397446,"16-25",male,majority,"0-9y",none,poverty,before 2015,sedan,0.4064824253974476,16000,0,0,0,1,10238,0,0,0
101678,"26-39",female,majority,"10-19y",high school,poverty,before 2015,sedan,0.2857471319596469,13000,0,0,1,1,10238,1,0,0
231661,"40-64",male,majority,"20-29y",high school,middle class,before 2015,sports car,0.5022849652731057,14000,0,0,0,0,10238,3,0,4
173782,"65+",male,majority,"20-29y",high school,upper class,after 2015,sedan,0.6256257210210231,7000,1,1,1,0,10238,7,0,5
98839,"26-39",female,minority,"10-19y",university,working class,before 2015,sedan,0.3931531299744003,12000,1,0,1,0,32765,1,0,0
105372,"26-39",female,minority,"10-19y",none,working class,before 2015,sedan,0.5039497598168121,14000,0,0,1,0,10238,1,0,0
569640,"16-25",female,majority,"0-9y",university,upper class,before 2015,sedan,0.59125997174597,,1,0,1,0,10238,0,0,0
906223,"26-39",female,majority,"0-9y",high school,upper class,after 2015,sedan,0.7627979410816134,,0,1,0,0,10238,0,0,0
517747,"65+",male,majority,"30y+",university,upper class,before 2015,sedan,0.7961748462456987,,1,1,1,0,32765,10,2,1
104086,"26-39",female,majority,"0-9y",university,upper class,before 2015,sedan,0.6805942795073384,,1,0,1,1,32765,0,0,0
888828,"40-64",male,majority,"20-29y",university,upper class,before 2015,sedan,0.6586274302571438,14000,1,1,0,0,10238,3,0,2
37454,"26-39",female,majority,"0-9y",high school,working class,before 2015,sedan,0.5241464657501199,17000,0,0,0,1,10238,0,0,0
370044,"65+",male,majority,"20-29y",university,upper class,after 2015,sedan,0.5531007570628673,7000,0,1,1,0,32765,9,0,1
768282,"16-25",female,majority,"0-9y",university,working class,before 2015,sedan,0.4475509489142775,8000,0,1,1,1,10238,0,0,0
738729,"16-25",female,majority,"0-9y",none,working class,before 2015,sedan,0.5107331365064207,7000,1,1,1,1,10238,0,0,0
329536,"16-25",female,majority,"0-9y",high school,poverty,before 2015,sedan,0.4613735917269193,9000,0,0,0,1,32765,0,0,0
328531,"40-64",female,majority,"20-29y",university,middle class,after 2015,sedan,0.38755694436473176,12000,0,0,1,0,32765,2,0,1
131881,"26-39",male,majority,"10-19y",university,working class,before 2015,sedan,0.5501250875743224,16000,1,0,0,0,10238,0,1,0
839572,"40-64",male,majority,"20-29y",high school,working class,before 2015,sedan,0.4529442316093683,12000,0,1,1,0,10238,3,0,1
589757,"40-64",female,majority,"20-29y",high school,upper class,before 2015,sedan,0.5352743096602144,7000,1,1,1,0,92101,2,0,0
336859,"16-25",female,majority,"0-9y",university,middle class,before 2015,sedan,0.6147359485632915,15000,1,0,1,1,10238,0,0,0
367026,"40-64",female,minority,"10-19y",high school,working class,before 2015,sedan,0.5326613280250595,11000,1,1,1,0,10238,0,0,0
334687,"40-64",female,minority,"0-9y",university,middle class,before 2015,sedan,0.42772851430193454,15000,1,0,0,1,10238,0,0,0
623367,"65+",male,majority,"20-29y",university,upper class,before 2015,sedan,0.6859457213719147,5000,1,1,1,0,32765,4,1,4
688440,"65+",male,majority,"10-19y",university,upper class,before 2015,sedan,0.6936124267187082,10000,1,1,1,0,10238,2,0,0
547974,"65+",male,majority,"20-29y",high school,upper class,before 2015,sedan,0.5979905963582334,12000,0,1,1,1,10238,2,1,7
989064,"26-39",male,majority,"0-9y",none,poverty,after 2015,sedan,0.33081866649869274,12000,0,1,1,1,10238,0,0,0
675898,"16-25",male,majority,"0-9y",high school,middle class,before 2015,sedan,0.5083042183803546,16000,1,0,1,0,10238,0,0,0
480452,"26-39",female,majority,"0-9y",university,upper class,before 2015,sedan,0.7641329165005233,12000,1,1,1,0,10238,0,0,0
93199,"40-64",female,majority,"0-9y",university,middle class,after 2015,sedan,0.4775169603837716,14000,1,1,1,0,10238,0,0,0
125802,"40-64",female,majority,"20-29y",university,upper class,before 2015,sedan,0.6812332078486962,10000,1,1,1,0,10238,0,0,1
616663,"40-64",male,majority,"0-9y",university,upper class,after 2015,sedan,0.4671555457007022,16000,1,0,0,0,10238,0,0,0
423497,"16-25",female,majority,"0-9y",high school,working class,before 2015,sedan,0.3941632454999797,16000,1,0,0,1,10238,0,0,0
492837,"40-64",female,majority,"10-19y",university,upper class,after 2015,sedan,0.6610607322734078,14000,1,1,1,0,10238,0,0,0
422563,"40-64",male,majority,"20-29y",university,upper class,before 2015,sedan,0.6651879748430346,14000,0,0,1,0,10238,2,0,1
185231,"16-25",female,majority,"0-9y",high school,middle class,before 2015,sedan,0.560770206632082,11000,1,0,1,0,10238,0,0,0
949152,"26-39",female,majority,"10-19y",university,upper class,after 2015,sedan,0.7454327103696547,9000,0,0,0,0,32765,0,0,0
859453,"26-39",male,majority,"10-19y",university,middle class,before 2015,sedan,0.53257435224505,13000,1,1,1,0,10238,1,0,2
466578,"26-39",female,majority,"10-19y",high school,middle class,after 2015,sedan,0.5267473391434415,14000,1,0,1,0,10238,0,0,0
998214,"16-25",female,minority,"0-9y",none,poverty,before 2015,sedan,0.4124517461654282,14000,0,0,0,1,10238,0,0,0
828462,"40-64",male,majority,"20-29y",high school,working class,before 2015,sedan,0.38710714490182974,16000,0,0,1,0,10238,0,0,6
511837,"65+",male,majority,"10-19y",high school,middle class,before 2015,sedan,0.5499938678343249,9000,1,1,1,0,32765,3,1,1
554995,"16-25",male,majority,"0-9y",university,upper class,before 2015,sports car,0.5853420947575604,12000,1,1,1,1,10238,0,0,0
680717,"65+",male,majority,"30y+",none,middle class,before 2015,sedan,0.5987396054343311,14000,1,1,1,0,10238,6,1,3
978021,"40-64",male,majority,"20-29y",university,upper class,after 2015,sedan,0.6026557000791793,7000,1,1,1,0,10238,4,0,6
6676,"40-64",female,majority,"20-29y",high school,upper class,before 2015,sedan,0.5586591735288894,15000,0,0,1,0,10238,3,0,2
362280,"40-64",male,majority,"10-19y",high school,working class,before 2015,sedan,0.6284070137170304,13000,0,0,0,1,10238,0,0,0
883018,"40-64",male,majority,"0-9y",high school,working class,before 2015,sedan,0.5057903732571783,13000,1,0,1,0,10238,0,0,0
889355,"26-39",female,majority,"10-19y",university,upper class,before 2015,sedan,0.7268184180645275,15000,1,1,1,0,10238,2,0,0
198273,"65+",male,majority,"20-29y",university,upper class,after 2015,sedan,0.6904423335733175,9000,1,1,1,0,32765,8,0,2
197763,"40-64",male,majority,"20-29y",university,upper class,after 2015,sedan,0.4796771646619314,14000,0,1,0,0,10238,1,0,2
123941,"40-64",female,majority,"20-29y",university,middle class,after 2015,sedan,0.5701572256616224,,1,1,1,0,10238,0,0,0
788111,"40-64",female,minority,"20-29y",high school,poverty,before 2015,sedan,0.4544471564329259,,1,1,1,0,10238,1,0,1
407453,"40-64",female,majority,"0-9y",university,upper class,before 2015,sedan,0.6137409183819416,,1,0,0,0,10238,0,0,0
509815,"26-39",female,majority,"0-9y",high school,working class,after 2015,sedan,0.5114570584803535,,1,1,1,0,32765,0,0,0
545941,"40-64",female,majority,"20-29y",none,working class,after 2015,sedan,0.4405592041968235,11000,1,1,1,0,10238,1,0,2
320444,"26-39",male,majority,"0-9y",none,poverty,before 2015,sedan,0.30864901820049434,14000,0,0,1,0,10238,0,0,0
305793,"16-25",male,majority,"0-9y",high school,poverty,before 2015,sedan,0.2458351852340737,11000,0,1,1,1,10238,0,0,0
362190,"16-25",male,majority,"0-9y",high school,poverty,before 2015,sedan,0.3056465190413162,14000,0,0,0,1,10238,0,0,0
62647,"26-39",male,majority,"10-19y",high school,upper class,before 2015,sedan,0.7440140862681482,13000,1,0,0,0,10238,2,0,1
296948,"40-64",male,majority,"10-19y",university,upper class,after 2015,sedan,0.6704645467899408,14000,1,1,1,0,10238,0,0,0
673660,"65+",female,majority,"30y+",high school,upper class,after 2015,sedan,0.6830407984824192,10000,0,1,1,0,10238,4,1,3
945867,"16-25",male,majority,"0-9y",university,middle class,before 2015,sedan,0.828628569053192,13000,1,0,0,1,10238,0,0,0
241973,"65+",female,majority,"30y+",high school,upper class,before 2015,sedan,0.6293380939717407,11000,1,1,0,0,10238,2,0,2
429503,"16-25",male,majority,"0-9y",high school,poverty,before 2015,sedan,0.28372421050714003,15000,0,0,1,1,10238,0,0,0
810013,"16-25",male,majority,"0-9y",university,working class,after 2015,sports car,0.4576486815858435,14000,1,0,0,1,10238,0,0,0
663458,"16-25",female,majority,"0-9y",high school,poverty,before 2015,sedan,0.3049876423937953,15000,0,0,0,1,10238,0,0,0
879976,"16-25",male,majority,"0-9y",high school,working class,before 2015,sedan,0.5517442884135392,10000,0,1,1,1,32765,0,0,0
418841,"16-25",male,minority,"0-9y",none,poverty,before 2015,sedan,0.3186855562451054,9000,1,1,0,1,32765,0,0,0
542236,"26-39",male,minority,"10-19y",none,working class,before 2015,sedan,0.436944194154781,12000,1,0,0,0,10238,3,0,0
937573,"40-64",male,majority,"10-19y",university,upper class,before 2015,sedan,0.6291939843221722,7000,1,1,1,0,32765,5,0,1
670850,"16-25",male,majority,"0-9y",university,working class,before 2015,sedan,0.4055600158887265,17000,1,0,0,1,10238,0,0,0
151252,"16-25",male,majority,"0-9y",university,middle class,before 2015,sedan,0.6235462115803201,11000,1,1,0,0,10238,0,0,0
706349,"65+",male,majority,"10-19y",university,upper class,before 2015,sedan,0.7270329897821235,10000,1,1,1,0,10238,1,1,2
602998,"65+",male,majority,"20-29y",none,working class,before 2015,sedan,0.42682838887991503,14000,1,1,0,0,10238,3,1,7
242772,"26-39",female,majority,"10-19y",none,middle class,before 2015,sedan,0.5036589704487734,10000,1,0,1,0,10238,1,2,0
380740,"65+",male,majority,"30y+",university,upper class,after 2015,sedan,0.7264400018455291,7000,1,1,1,0,10238,2,0,3
727943,"16-25",male,majority,"0-9y",university,middle class,before 2015,sedan,0.5757707974509628,11000,1,0,0,1,10238,0,0,0
261229,"16-25",male,majority,"0-9y",university,working class,after 2015,sedan,0.468671965728324,9000,1,0,1,1,32765,0,0,0
60866,"65+",male,majority,"20-29y",university,upper class,after 2015,sedan,0.6970834558464781,13000,0,0,1,0,10238,3,0,2
752797,"40-64",female,majority,"20-29y",high school,working class,before 2015,sedan,0.5429181079423034,15000,1,0,0,0,10238,1,1,0
45002,"65+",male,majority,"30y+",high school,upper class,before 2015,sedan,0.6722562535141292,9000,1,1,1,0,10238,4,1,2
482448,"16-25",male,majority,"0-9y",none,poverty,before 2015,sedan,0.3864066185703315,8000,0,0,0,1,32765,0,0,0
549142,"16-25",male,majority,"0-9y",university,middle class,before 2015,sedan,0.5512978330713669,12000,1,1,1,1,10238,0,0,0
95138,"40-64",male,majority,"20-29y",high school,middle class,after 2015,sedan,0.5985570254244251,14000,0,1,0,0,10238,4,1,4
615991,"40-64",female,majority,"20-29y",high school,upper class,after 2015,sedan,0.5824219946087406,11000,1,1,1,0,10238,2,0,1
807847,"65+",male,majority,"20-29y",university,upper class,after 2015,sedan,0.6330139475122963,14000,1,0,1,0,10238,3,1,4
758983,"40-64",male,majority,"20-29y",high school,middle class,after 2015,sedan,0.552204630296896,12000,1,1,0,0,32765,6,0,3
987114,"26-39",female,majority,"0-9y",university,middle class,before 2015,sedan,0.3266816101781183,16000,0,0,0,1,10238,0,0,0
873457,"40-64",male,minority,"20-29y",high school,middle class,before 2015,sedan,0.5880825424047316,13000,1,1,1,0,10238,7,1,1
699703,"65+",female,majority,"0-9y",university,upper class,before 2015,sedan,0.7022748020975709,10000,0,1,1,1,92101,0,0,0
563342,"65+",female,majority,"0-9y",university,upper class,before 2015,sedan,0.7266055391975765,13000,1,0,1,0,10238,0,0,0
284106,"65+",male,majority,"30y+",university,upper class,before 2015,sedan,0.73238212135242,12000,1,1,1,0,10238,5,1,5
78189,"16-25",female,majority,"0-9y",none,poverty,before 2015,sedan,0.2012839211827758,12000,1,0,0,1,32765,0,0,0
427520,"26-39",male,majority,"10-19y",university,middle class,before 2015,sedan,0.4641607076311848,16000,0,0,0,0,10238,0,1,0
814196,"16-25",female,majority,"0-9y",none,middle class,before 2015,sedan,0.634052597196068,,1,0,1,1,32765,0,0,0
560160,"16-25",female,majority,"0-9y",high school,poverty,before 2015,sedan,0.4574695879943666,,0,0,0,0,10238,0,0,0
938115,"16-25",female,majority,"0-9y",none,poverty,before 2015,sedan,0.24449009312407965,,0,0,1,1,32765,0,0,0
424820,"26-39",female,minority,"10-19y",high school,middle class,before 2015,sedan,0.540182723180248,,1,1,1,0,10238,0,0,1
689030,"40-64",female,majority,"20-29y",university,upper class,after 2015,sedan,0.6579677428053038,13000,1,1,0,0,92101,1,0,1
966467,"65+",male,majority,"30y+",university,upper class,before 2015,sedan,0.6002161554309658,13000,1,1,1,0,10238,5,2,4
288712,"65+",male,majority,"30y+",university,upper class,after 2015,sedan,0.6663760181644964,12000,1,1,1,0,10238,3,0,7
228114,"26-39",male,majority,"0-9y",high school,working class,before 2015,sedan,0.4031472802313768,10000,1,1,1,0,10238,0,0,0
63715,"65+",male,majority,"20-29y",university,upper class,before 2015,sedan,0.4169350441301069,13000,1,0,1,0,10238,5,1,5
624077,"65+",female,majority,"30y+",none,upper class,before 2015,sports car,0.5948797136778915,8000,1,1,1,0,32765,10,0,1
726352,"26-39",male,minority,"10-19y",none,poverty,before 2015,sedan,0.38042650346206697,16000,0,1,1,0,10238,1,0,1
792396,"65+",female,majority,"30y+",university,upper class,before 2015,sedan,0.680617632406099,12000,1,1,1,0,10238,1,2,2
768933,"40-64",male,minority,"0-9y",high school,working class,before 2015,sedan,0.35595046999386937,16000,1,0,1,1,10238,0,0,0
579336,"65+",female,majority,"10-19y",university,upper class,after 2015,sedan,0.5733880426029547,10000,1,1,1,0,10238,0,0,2
648922,"16-25",male,majority,"0-9y",university,middle class,before 2015,sedan,0.29640628282378056,13000,1,0,0,1,10238,0,0,0
47909,"65+",male,majority,"10-19y",university,upper class,before 2015,sedan,0.4295096986208441,10000,1,1,1,0,10238,1,0,4
619577,"65+",female,majority,"30y+",university,upper class,after 2015,sedan,0.6885687186194461,11000,1,0,1,0,92101,2,0,0
212678,"65+",female,majority,"20-29y",university,upper class,after 2015,sedan,0.700017431968704,13000,1,0,1,0,32765,1,0,1
995884,"40-64",female,majority,"20-29y",university,upper class,after 2015,sedan,0.6900455818778344,11000,1,1,0,0,10238,2,1,1
226326,"40-64",female,minority,"10-19y",university,working class,after 2015,sedan,0.4960298730510012,13000,1,0,0,0,10238,0,0,1
943922,"26-39",male,majority,"10-19y",university,upper class,after 2015,sedan,0.6563457625165399,6000,0,1,1,0,32765,8,0,0
510116,"40-64",male,majority,"0-9y",high school,middle class,after 2015,sedan,0.4983566259941653,12000,1,0,1,0,10238,0,0,0
536546,"16-25",female,majority,"0-9y",university,middle class,before 2015,sedan,0.5463825431033477,12000,1,1,1,0,10238,0,0,0
75592,"40-64",female,majority,"10-19y",high school,working class,before 2015,sedan,0.3158628767091658,11000,1,0,1,0,10238,0,0,1
936820,"26-39",female,majority,"10-19y",high school,working class,before 2015,sedan,0.35783917207114435,12000,1,0,1,1,32765,1,0,0
634050,"65+",male,majority,"10-19y",university,upper class,after 2015,sedan,0.672756052841708,9000,1,1,1,0,10238,1,0,2
558748,"65+",female,majority,"30y+",university,upper class,after 2015,sedan,0.6226519789949738,11000,1,1,1,0,10238,1,0,0
856630,"16-25",female,majority,"0-9y",high school,middle class,after 2015,sedan,0.4801406677163008,14000,0,0,0,1,32765,0,0,0
200009,"65+",male,majority,"30y+",university,upper class,after 2015,sedan,0.6787954309829434,11000,1,1,1,0,10238,5,1,3
792252,"40-64",female,majority,"20-29y",university,upper class,after 2015,sedan,0.5152467080125883,12000,1,0,1,0,10238,2,0,1
462586,"26-39",male,majority,"10-19y",none,working class,before 2015,sedan,0.4899205986325767,13000,1,0,1,0,10238,3,0,1
577965,"65+",male,majority,"30y+",high school,middle class,before 2015,sedan,0.4219579486132668,11000,1,0,1,0,10238,4,0,6
896587,"65+",female,majority,"30y+",high school,upper class,after 2015,sedan,0.5581569698935803,14000,1,0,1,0,10238,0,0,0
431538,"16-25",male,majority,"0-9y",high school,poverty,before 2015,sports car,0.19414954837432005,12000,0,1,0,1,10238,0,0,0
164516,"16-25",male,majority,"0-9y",high school,poverty,before 2015,sedan,0.300497330390378,13000,0,0,0,1,10238,0,0,0
479577,"40-64",female,majority,"20-29y",university,upper class,after 2015,sedan,0.6670906918498556,7000,1,1,1,0,10238,4,0,0
938476,"26-39",male,minority,"10-19y",high school,middle class,before 2015,sedan,0.5952817629709132,8000,1,1,1,0,32765,1,0,1
112454,"26-39",male,majority,"0-9y",none,poverty,before 2015,sedan,0.3482357882933829,7000,0,1,1,1,32765,0,0,0
91246,"26-39",male,majority,"10-19y",high school,working class,after 2015,sedan,0.3566396714745861,8000,1,1,1,0,10238,3,0,1
2743,"26-39",female,majority,"10-19y",none,working class,before 2015,sedan,0.34865912694298035,12000,0,1,0,1,21217,0,0,0
248888,"40-64",male,majority,"0-9y",high school,middle class,before 2015,sedan,0.5594684860915574,12000,1,0,1,1,32765,0,0,0
195523,"16-25",male,majority,"0-9y",high school,poverty,before 2015,sedan,0.514483730987584,12000,0,0,0,1,10238,0,0,0
981926,"40-64",female,majority,"20-29y",university,upper class,after 2015,sedan,0.5626384060668865,13000,1,0,1,0,10238,2,1,0
849811,"65+",female,minority,"30y+",high school,upper class,after 2015,sports car,0.587831426389767,,1,1,0,0,32765,3,0,1
579720,"26-39",male,majority,"10-19y",university,working class,before 2015,sports car,0.4495886310379405,,0,0,1,1,10238,0,0,1
487116,"26-39",male,majority,"10-19y",none,working class,before 2015,sedan,0.5300643171181573,,1,0,0,1,10238,1,0,2
307397,"40-64",male,majority,"20-29y",university,upper class,after 2015,sedan,0.7419993760301162,,1,0,1,0,10238,2,0,2
593426,"40-64",male,majority,"20-29y",university,middle class,before 2015,sedan,0.5717246252857962,15000,1,0,1,0,32765,2,2,1
235574,"65+",female,majority,"30y+",university,upper class,after 2015,sedan,0.6510078690171576,12000,1,1,1,0,10238,5,0,2
440993,"16-25",male,majority,"0-9y",university,working class,before 2015,sedan,0.3707348173567914,12000,1,0,0,1,10238,0,0,0
446993,"16-25",male,majority,"0-9y",high school,poverty,before 2015,sedan,0.3051450776813433,14000,1,0,0,0,10238,0,0,0
301242,"26-39",female,majority,"10-19y",university,middle class,before 2015,sedan,0.4500145680826032,13000,1,0,1,0,10238,1,0,1
7722,"26-39",female,minority,"0-9y",high school,poverty,before 2015,sedan,0.3357473732007096,15000,0,0,1,1,10238,0,0,0
123443,"26-39",male,majority,"10-19y",university,upper class,after 2015,sedan,0.5578403271955679,10000,1,1,1,0,10238,2,0,0
112143,"16-25",female,majority,"0-9y",none,working class,before 2015,sedan,0.1924274124285441,11000,0,0,1,1,32765,0,0,0
912138,"26-39",male,majority,"10-19y",university,working class,before 2015,sports car,0.35282432513544393,11000,0,1,1,1,32765,6,1,3
601305,"65+",female,majority,"0-9y",university,upper class,after 2015,sedan,0.647569234863379,11000,0,1,1,1,10238,0,0,0
602274,"16-25",female,majority,"0-9y",high school,middle class,after 2015,sedan,0.4572362634438549,10000,1,0,0,0,92101,0,0,0
352099,"26-39",male,majority,"10-19y",none,middle class,before 2015,sedan,0.5042469291759577,13000,1,0,1,0,10238,0,0,1
660400,"16-25",male,majority,"0-9y",high school,poverty,before 2015,sedan,0.3749625006784157,15000,1,0,1,1,10238,0,0,0
267614,"16-25",female,majority,"0-9y",university,upper class,before 2015,sports car,0.6603156212983624,11000,1,0,1,0,10238,0,0,0
974380,"40-64",female,majority,"20-29y",high school,upper class,before 2015,sedan,0.4169178873741152,12000,1,0,1,0,32765,3,0,0
346585,"26-39",female,majority,"10-19y",high school,upper class,before 2015,sedan,0.6350840347750659,17000,1,1,0,0,10238,0,1,0
536135,"26-39",male,majority,"10-19y",high school,middle class,before 2015,sedan,0.4049288507406456,11000,1,1,1,0,92101,2,0,0
75569,"40-64",female,majority,"20-29y",high school,upper class,after 2015,sedan,0.4956283926329951,11000,0,1,0,0,10238,2,0,0
645135,"40-64",female,majority,"10-19y",high school,upper class,after 2015,sedan,0.5149450496137513,11000,1,1,1,0,10238,0,0,2
421596,"65+",male,majority,"30y+",university,upper class,after 2015,sedan,0.5032225392796313,9000,1,1,1,0,10238,6,2,10
164636,"26-39",female,majority,"10-19y",university,upper class,before 2015,sedan,0.7140339031205747,11000,1,1,1,1,21217,0,0,0
405100,"26-39",male,majority,"10-19y",high school,working class,before 2015,sedan,0.3670512395145257,14000,0,1,0,1,10238,1,0,1
315223,"40-64",female,majority,"20-29y",high school,middle class,before 2015,sedan,0.5793929043624154,13000,1,0,0,0,92101,2,0,0
628723,"40-64",female,majority,"20-29y",high school,middle class,before 2015,sedan,0.5584702236402418,10000,1,0,1,0,10238,1,0,4
483693,"16-25",female,majority,"0-9y",high school,working class,before 2015,sedan,0.2919776582051944,12000,0,0,1,1,32765,0,0,0
416795,"40-64",female,majority,"20-29y",high school,middle class,before 2015,sedan,0.6615841421190086,12000,1,0,1,0,32765,5,0,0
712973,"16-25",female,majority,"0-9y",none,poverty,before 2015,sedan,0.3788290288330991,17000,0,0,0,1,10238,0,0,0
755061,"16-25",female,minority,"0-9y",high school,poverty,before 2015,sedan,0.3740705590179875,15000,1,0,0,1,10238,0,0,0
162614,"65+",male,majority,"30y+",university,upper class,before 2015,sedan,0.4593785751523136,13000,1,1,1,0,10238,1,0,5
466761,"40-64",female,majority,"0-9y",university,upper class,after 2015,sedan,0.4654506837575693,11000,1,1,1,0,10238,0,0,0
498232,"16-25",male,minority,"0-9y",high school,middle class,before 2015,sedan,0.4086866980912735,9000,1,0,1,1,32765,0,0,0
170391,"65+",female,majority,"20-29y",high school,upper class,before 2015,sedan,0.5888021385021842,11000,1,1,1,0,10238,2,0,2
918640,"40-64",male,majority,"20-29y",high school,upper class,before 2015,sedan,0.61502467895473,7000,1,1,1,0,32765,3,1,0
273764,"40-64",female,majority,"20-29y",university,upper class,after 2015,sedan,0.5464601140543317,8000,1,1,1,0,10238,1,0,1
344228,"65+",male,majority,"0-9y",university,upper class,after 2015,sedan,0.737994819837278,17000,1,1,0,0,10238,0,0,0
809278,"40-64",female,majority,"10-19y",none,working class,before 2015,sedan,0.4273733642706479,10000,1,0,1,0,32765,3,0,0
128369,"40-64",male,majority,"20-29y",university,upper class,before 2015,sedan,0.6953231970861331,7000,0,1,1,0,32765,3,1,1
194925,"16-25",female,majority,"0-9y",high school,poverty,before 2015,sedan,0.2912344134674337,13000,0,0,1,1,10238,0,0,0
303507,"16-25",female,majority,"0-9y",high school,poverty,before 2015,sedan,0.2441332629984765,11000,0,1,1,1,10238,0,0,0
82684,"26-39",male,majority,"10-19y",university,upper class,before 2015,sedan,0.5744144216758436,,1,0,0,1,32765,2,0,5
784122,"26-39",male,majority,"10-19y",university,upper class,before 2015,sedan,0.6364490959261638,,1,1,1,0,10238,0,1,4
884967,"65+",male,majority,"30y+",university,upper class,before 2015,sedan,0.4576717029360895,,0,1,1,0,10238,4,0,8
278557,"26-39",female,majority,"10-19y",none,poverty,before 2015,sports car,0.3186947648911332,,0,0,1,0,32765,1,2,0
244931,"65+",male,majority,"0-9y",university,upper class,after 2015,sedan,0.5082740148521835,9000,1,1,1,0,10238,0,0,0
