id,age,gender,race,driving_experience,education,income,vehicle_year,vehicle_type,credit_score,annual_mileage,vehicle_ownership,married,children,Response,postal_code,speeding_violations,duis,past_accidents,Mileage_Category,Credit_to_Mileage_Ratio
788111,40-64,female,minority,20-29y,high school,poverty,before 2015,sedan,0.4544471564329259,11697,1,1,1,0,10238,1,0,1,Střední_Nájezd,3.8848278033247214e-05
407453,40-64,female,majority,0-9y,university,upper class,before 2015,sedan,0.6137409183819416,11697,1,0,0,0,10238,0,0,0,Střední_Nájezd,5.246545720481634e-05
509815,26-39,female,majority,0-9y,high school,working class,after 2015,sedan,0.5114570584803535,11697,1,1,1,0,32765,0,0,0,Střední_Nájezd,4.372175230640738e-05
545941,40-64,female,majority,20-29y,none,working class,after 2015,sedan,0.4405592041968235,11000,1,1,1,0,10238,1,0,2,Nízký_Nájezd,4.004719609097568e-05
320444,26-39,male,majority,0-9y,none,poverty,before 2015,sedan,0.3086490182004943,14000,0,0,1,0,10238,0,0,0,Vysoký_Nájezd,2.2044783815477056e-05
305793,16-25,male,majority,0-9y,high school,poverty,before 2015,sedan,0.2458351852340737,11000,0,1,1,1,10238,0,0,0,Nízký_Nájezd,2.2346621692034694e-05
362190,16-25,male,majority,0-9y,high school,poverty,before 2015,sedan,0.3056465190413162,14000,0,0,0,1,10238,0,0,0,Vysoký_Nájezd,2.1830334907600614e-05
62647,26-39,male,majority,10-19y,high school,upper class,before 2015,sedan,0.7440140862681482,13000,1,0,0,0,10238,2,0,1,Střední_Nájezd,5.722745067826692e-05
296948,40-64,male,majority,10-19y,university,upper class,after 2015,sedan,0.6704645467899408,14000,1,1,1,0,10238,0,0,0,Vysoký_Nájezd,4.7886904277547375e-05
673660,65+,female,majority,30y+,high school,upper class,after 2015,sedan,0.6830407984824192,10000,0,1,1,0,10238,4,1,3,Nízký_Nájezd,6.82972501232296e-05
945867,16-25,male,majority,0-9y,university,middle class,before 2015,sedan,0.828628569053192,13000,1,0,0,1,10238,0,0,0,Střední_Nájezd,6.373575640744497e-05
241973,65+,female,majority,30y+,high school,upper class,before 2015,sedan,0.6293380939717407,11000,1,1,0,0,10238,2,0,2,Nízký_Nájezd,5.720735332894652e-05
429503,16-25,male,majority,0-9y,high school,poverty,before 2015,sedan,0.28372421050714,15000,0,0,1,1,10238,0,0,0,Vysoký_Nájezd,1.891368645471235e-05
810013,16-25,male,majority,0-9y,university,working class,after 2015,sports car,0.4576486815858435,14000,1,0,0,1,10238,0,0,0,Vysoký_Nájezd,3.2686856766362654e-05
663458,16-25,female,majority,0-9y,high school,poverty,before 2015,sedan,0.3049876423937953,15000,0,0,0,1,10238,0,0,0,Vysoký_Nájezd,2.033115408264751e-05
879976,16-25,male,majority,0-9y,high school,working class,before 2015,sedan,0.5517442884135392,10000,0,1,1,1,32765,0,0,0,Nízký_Nájezd,5.51689119501589e-05
418841,16-25,male,minority,0-9y,none,poverty,before 2015,sedan,0.3186855562451054,9000,1,1,0,1,32765,0,0,0,Nízký_Nájezd,3.540557229697872e-05
542236,26-39,male,minority,10-19y,none,working class,before 2015,sedan,0.436944194154781,12000,1,0,0,0,10238,3,0,0,Střední_Nájezd,3.64089820977236e-05
937573,40-64,male,majority,10-19y,university,upper class,before 2015,sedan,0.6291939843221722,7000,1,1,1,0,32765,5,0,1,Nízký_Nájezd,8.987201604373264e-05
670850,16-25,male,majority,0-9y,university,working class,before 2015,sedan,0.4055600158887265,17000,1,0,0,1,10238,0,0,0,Vysoký_Nájezd,2.3855068283555467e-05
151252,16-25,male,majority,0-9y,university,middle class,before 2015,sedan,0.6235462115803201,11000,1,1,0,0,10238,0,0,0,Nízký_Nájezd,5.668086642853559e-05
706349,65+,male,majority,10-19y,university,upper class,before 2015,sedan,0.7270329897821235,10000,1,1,1,0,10238,1,1,2,Nízký_Nájezd,7.269602937527482e-05
602998,65+,male,majority,20-29y,none,working class,before 2015,sedan,0.426828388879915,14000,1,1,0,0,10238,3,1,7,Vysoký_Nájezd,3.048556452252803e-05
242772,26-39,female,majority,10-19y,none,middle class,before 2015,sedan,0.5036589704487734,10000,1,0,1,0,10238,1,2,0,Nízký_Nájezd,5.036086095878146e-05
380740,65+,male,majority,30y+,university,upper class,after 2015,sedan,0.7264400018455291,7000,1,1,1,0,10238,2,0,3,Nízký_Nájezd,0.00010376231993222813
727943,16-25,male,majority,0-9y,university,middle class,before 2015,sedan,0.5757707974509628,11000,1,0,0,1,10238,0,0,0,Nízký_Nájezd,5.2338041764472576e-05
261229,16-25,male,majority,0-9y,university,working class,after 2015,sedan,0.468671965728324,9000,1,0,1,1,32765,0,0,0,Nízký_Nájezd,5.206887742787735e-05
60866,65+,male,majority,20-29y,university,upper class,after 2015,sedan,0.6970834558464781,13000,0,0,1,0,10238,3,0,2,Střední_Nájezd,5.361767985897071e-05
752797,40-64,female,majority,20-29y,high school,working class,before 2015,sedan,0.5429181079423034,15000,1,0,0,0,10238,1,1,0,Vysoký_Nájezd,3.619212772097217e-05
45002,65+,male,majority,30y+,high school,upper class,before 2015,sedan,0.6722562535141292,9000,1,1,1,0,10238,4,1,2,Nízký_Nájezd,7.468684074148752e-05
482448,16-25,male,majority,0-9y,none,poverty,before 2015,sedan,0.3864066185703315,8000,0,0,0,1,32765,0,0,0,Nízký_Nájezd,4.8294790472482374e-05
549142,16-25,male,majority,0-9y,university,middle class,before 2015,sedan,0.5512978330713669,12000,1,1,1,1,10238,0,0,0,Střední_Nájezd,4.5937657951117983e-05
95138,40-64,male,majority,20-29y,high school,middle class,after 2015,sedan,0.5985570254244251,14000,0,1,0,0,10238,4,1,4,Vysoký_Nájezd,4.275101960034463e-05
615991,40-64,female,majority,20-29y,high school,upper class,after 2015,sedan,0.5824219946087406,11000,1,1,1,0,10238,2,0,1,Nízký_Nájezd,5.294264108796842e-05
807847,65+,male,majority,20-29y,university,upper class,after 2015,sedan,0.6330139475122963,14000,1,0,1,0,10238,3,1,4,Vysoký_Nájezd,4.521205253284025e-05
758983,40-64,male,majority,20-29y,high school,middle class,after 2015,sedan,0.552204630296896,12000,1,1,0,0,32765,6,0,3,Střední_Nájezd,4.601321808990051e-05
987114,26-39,female,majority,0-9y,university,middle class,before 2015,sedan,0.3266816101781183,16000,0,0,0,1,10238,0,0,0,Vysoký_Nájezd,2.0416324615843905e-05
873457,40-64,male,minority,20-29y,high school,middle class,before 2015,sedan,0.5880825424047316,13000,1,1,1,0,10238,7,1,1,Střední_Nájezd,4.523363913581506e-05
699703,65+,female,majority,0-9y,university,upper class,before 2015,sedan,0.7022748020975709,10000,0,1,1,1,92101,0,0,0,Nízký_Nájezd,7.02204581639407e-05
563342,65+,female,majority,0-9y,university,upper class,before 2015,sedan,0.7266055391975765,13000,1,0,1,0,10238,0,0,0,Střední_Nájezd,5.588843467406942e-05
284106,65+,male,majority,30y+,university,upper class,before 2015,sedan,0.73238212135242,12000,1,1,1,0,10238,5,1,5,Střední_Nájezd,6.102675788287809e-05
78189,16-25,female,majority,0-9y,none,poverty,before 2015,sedan,0.2012839211827758,12000,1,0,0,1,32765,0,0,0,Střední_Nájezd,1.677226241003048e-05
427520,26-39,male,majority,10-19y,university,middle class,before 2015,sedan,0.4641607076311848,16000,0,0,0,0,10238,0,1,0,Vysoký_Nájezd,2.900823121249827e-05
814196,16-25,female,majority,0-9y,none,middle class,before 2015,sedan,0.634052597196068,11697,1,0,1,1,32765,0,0,0,Střední_Nájezd,5.420179493896974e-05
560160,16-25,female,majority,0-9y,high school,poverty,before 2015,sedan,0.4574695879943666,11697,0,0,0,0,10238,0,0,0,Střední_Nájezd,3.9106649683225046e-05
938115,16-25,female,majority,0-9y,none,poverty,before 2015,sedan,0.2444900931240796,11697,0,0,1,1,32765,0,0,0,Střední_Nájezd,2.0900161833140672e-05
424820,26-39,female,minority,10-19y,high school,middle class,before 2015,sedan,0.540182723180248,11697,1,1,1,0,10238,0,0,1,Střední_Nájezd,4.6177357084992985e-05
689030,40-64,female,majority,20-29y,university,upper class,after 2015,sedan,0.6579677428053038,13000,1,1,0,0,92101,1,0,1,Střední_Nájezd,5.0609010291923986e-05
966467,65+,male,majority,30y+,university,upper class,before 2015,sedan,0.6002161554309658,13000,1,1,1,0,10238,5,2,4,Střední_Nájezd,4.6166922192982525e-05
288712,65+,male,majority,30y+,university,upper class,after 2015,sedan,0.6663760181644964,12000,1,1,1,0,10238,3,0,7,Střední_Nájezd,5.552670762140625e-05
228114,26-39,male,majority,0-9y,high school,working class,before 2015,sedan,0.4031472802313768,10000,1,1,1,0,10238,0,0,0,Nízký_Nájezd,4.031069695344234e-05
63715,65+,male,majority,20-29y,university,upper class,before 2015,sedan,0.4169350441301069,13000,1,0,1,0,10238,5,1,5,Střední_Nájezd,3.206945959003976e-05
624077,65+,female,majority,30y+,none,upper class,before 2015,sports car,0.5948797136778915,8000,1,1,1,0,32765,10,0,1,Nízký_Nájezd,7.435067037593944e-05
726352,26-39,male,minority,10-19y,none,poverty,before 2015,sedan,0.3804265034620669,16000,0,1,1,0,10238,1,0,1,Vysoký_Nájezd,2.3775170518221795e-05
792396,65+,female,majority,30y+,university,upper class,before 2015,sedan,0.680617632406099,12000,1,1,1,0,10238,1,2,2,Střední_Nájezd,5.671340991634855e-05
768933,40-64,male,minority,0-9y,high school,working class,before 2015,sedan,0.3559504699938693,16000,1,0,1,1,10238,0,0,0,Vysoký_Nájezd,2.2245514029989958e-05
579336,65+,female,majority,10-19y,university,upper class,after 2015,sedan,0.5733880426029547,10000,1,1,1,0,10238,0,0,2,Nízký_Nájezd,5.733307095320015e-05
648922,16-25,male,majority,0-9y,university,middle class,before 2015,sedan,0.2964062828237805,13000,1,0,0,1,10238,0,0,0,Střední_Nájezd,2.279872954571037e-05
47909,65+,male,majority,10-19y,university,upper class,before 2015,sedan,0.4295096986208441,10000,1,1,1,0,10238,1,0,4,Nízký_Nájezd,4.294667519456495e-05
619577,65+,female,majority,30y+,university,upper class,after 2015,sedan,0.6885687186194461,11000,1,0,1,0,92101,2,0,0,Nízký_Nájezd,6.259146610484921e-05
212678,65+,female,majority,20-29y,university,upper class,after 2015,sedan,0.700017431968704,13000,1,0,1,0,32765,1,0,1,Střední_Nájezd,5.384335297044104e-05
995884,40-64,female,majority,20-29y,university,upper class,after 2015,sedan,0.6900455818778344,11000,1,1,0,0,10238,2,1,1,Nízký_Nájezd,6.272571419669433e-05
226326,40-64,female,minority,10-19y,university,working class,after 2015,sedan,0.4960298730510012,13000,1,0,0,0,10238,0,0,1,Střední_Nájezd,3.815320921859866e-05
943922,26-39,male,majority,10-19y,university,upper class,after 2015,sedan,0.6563457625165399,6000,0,1,1,0,32765,8,0,0,Nízký_Nájezd,0.00010937273163081818
510116,40-64,male,majority,0-9y,high school,middle class,after 2015,sedan,0.4983566259941653,12000,1,0,1,0,10238,0,0,0,Střední_Nájezd,4.152625831132117e-05
536546,16-25,female,majority,0-9y,university,middle class,before 2015,sedan,0.5463825431033477,12000,1,1,1,0,10238,0,0,0,Střední_Nájezd,4.5528084584896896e-05
75592,40-64,female,majority,10-19y,high school,working class,before 2015,sedan,0.3158628767091658,11000,1,0,1,0,10238,0,0,1,Nízký_Nájezd,2.8712196773853812e-05
936820,26-39,female,majority,10-19y,high school,working class,before 2015,sedan,0.3578391720711443,12000,1,0,1,1,32765,1,0,0,Střední_Nájezd,2.9817446218743795e-05
634050,65+,male,majority,10-19y,university,upper class,after 2015,sedan,0.672756052841708,9000,1,1,1,0,10238,1,0,2,Nízký_Nájezd,7.474236783043084e-05
558748,65+,female,majority,30y+,university,upper class,after 2015,sedan,0.6226519789949738,11000,1,1,1,0,10238,1,0,0,Nízký_Nájezd,5.6599579946820634e-05
856630,16-25,female,majority,0-9y,high school,middle class,after 2015,sedan,0.4801406677163008,14000,0,0,0,1,32765,0,0,0,Vysoký_Nájezd,3.429331245741739e-05
200009,65+,male,majority,30y+,university,upper class,after 2015,sedan,0.6787954309829434,11000,1,1,1,0,10238,5,1,3,Nízký_Nájezd,6.170306617425174e-05
792252,40-64,female,majority,20-29y,university,upper class,after 2015,sedan,0.5152467080125883,12000,1,0,1,0,10238,2,0,1,Střední_Nájezd,4.293364786372705e-05
462586,26-39,male,majority,10-19y,none,working class,before 2015,sedan,0.4899205986325767,13000,1,0,1,0,10238,3,0,1,Střední_Nájezd,3.7683301179338256e-05
577965,65+,male,majority,30y+,high school,middle class,before 2015,sedan,0.4219579486132668,11000,1,0,1,0,10238,4,0,6,Nízký_Nájezd,3.835632657151775e-05
896587,65+,female,majority,30y+,high school,upper class,after 2015,sedan,0.5581569698935803,14000,1,0,1,0,10238,0,0,0,Vysoký_Nájezd,3.9865507456151724e-05
431538,16-25,male,majority,0-9y,high school,poverty,before 2015,sports car,0.19414954837432,12000,0,1,0,1,10238,0,0,0,Střední_Nájezd,1.6177780882786433e-05
164516,16-25,male,majority,0-9y,high school,poverty,before 2015,sedan,0.300497330390378,13000,0,0,0,1,10238,0,0,0,Střední_Nájezd,2.3113401306851628e-05
479577,40-64,female,majority,20-29y,university,upper class,after 2015,sedan,0.6670906918498556,7000,1,1,1,0,10238,4,0,0,Nízký_Nájezd,9.528505811310606e-05
